classe;cote_range;description
NK;NK7307.4;Early Christian
NK;NK7308;General works
NK;NK7308.7;Buddhist
NK;NK7308.8;Byzantine
NK;NK7308.9;Islamic
NK;NK7308.92;Romanesque
NK;NK7308.923;Gothic
NK;NK7309;General works
NK;NK7309.2.A-Z;Special styles, A-Z
NK;NK7309.3;Renaissance
NK;NK7309.6;Baroque
NK;NK7309.65;18th century
NK;NK7309.7;Rococo
NK;NK7309.8;19th century
NK;NK7309.85.A-Z;Special styles, A-Z
NK;NK7310;20th century
NK;NK7310.3.A-Z;Special styles, A-Z
NK;NK7310.5;General works
NK;NK7310.55.A-Z;Special styles, A-Z
NK;NK7311;North America
NK;NK7312;United States
NK;NK7312.5;Latin America
NK;NK7313-7396.3;Other regions or countries (Table N1)
NK;NK7397;Collective biography
NK;NK7398.A-Z;Special artists, A-Z
NK;NK7399;Dealers' catalogs
NK;NK7400;Periodicals
NK;NK7401.A-Z;United States. By city and museum or other place of exhibition, A-Z
NK;NK7401.5.A-Z;Other countries. By country and city, A-Z
NK;NK7402.A-Z;United States. By city and museum, A-Z
NK;NK7402.5.A-Z;Other countries. By country and city, A-Z
NK;NK7403.A-Z;Collections. By collection, A-Z
NK;NK7404;General works
NK;NK7405;Collected designs
NK;NK7406;General works
NK;NK7407;Ancient
NK;NK7408;Medieval
NK;NK7409;Modern
NK;NK7411;North America
NK;NK7412;United States
NK;NK7415.A-Z;Other regions or countries, A-Z
NK;NK7417.A-Z;Special artists, A-Z
NK;NK7419;Trade catalogs, etc.
NK;NK7422;Chains
NK;NK7422.2;Crosses
NK;NK7422.3;Bracelets
NK;NK7422.4;Bridal crowns
NK;NK7423;Tiaras
NK;NK7423.3;Necklaces
NK;NK7423.5;Earrings
NK;NK7425;Maces (Ceremonial)
NK;NK7440;Periodicals
NK;NK7441.A-Z;United States. By city and museum or other place of exhibition, A-Z
NK;NK7441.5.A-Z;Other countries. By country and city, A-Z
NK;NK7442.A-Z;United States. By city and museum, A-Z
NK;NK7442.5.A-Z;Other countries. By country and city, A-Z
NK;NK7443.A-Z;Collections. By collection, A-Z
NK;NK7444;General works
NK;NK7445;Collected designs
NK;NK7446;General works
NK;NK7447;Ancient
NK;NK7448;Medieval
NK;NK7449;Modern
NK;NK7451;North America
NK;NK7452;United States
NK;NK7455.A-Z;Other regions or countries, A-Z
NK;NK7457.A-Z;Special artists, A-Z
NK;NK7459;Trade catalogs, etc.
NK;NK7480;Periodicals
NK;NK7481.A-Z;United States. By city and museum or other place of exhibition, A-Z
NK;NK7481.5.A-Z;Other countries. By country and city, A-Z
NK;NK7482.A-Z;United States. By city and museum, A-Z
NK;NK7482.5.A-Z;Other countries. By country and city, A-Z
NK;NK7483.A-Z;Collections. By collection, A-Z
NK;NK7484;General works
NK;NK7485;Collected designs
NK;NK7486;General works
NK;NK7487;Ancient
NK;NK7488;Medieval
NK;NK7489;Modern
NK;NK7491;North America
NK;NK7492;United States
NK;NK7495.A-Z;Other regions or countries, A-Z
NK;NK7497.A-Z;Special artists, A-Z
NK;NK7499;Trade catalogs, etc.
NK;NK7500.A-Z;Special kinds of clocks and watches, A-Z
NK;NK7502;Balance clocks
NK;NK7502.5;Watch fobs
NK;NK7503;Watch keys
NK;NK7504;Watch holders
NK;NK7650;General works
NK;NK7658;Collections
NK;NK7660;General works
NK;NK7663;Special (not A-Z)
NK;NK7680;Pearls
NK;NK7690.A-Z;Others, A-Z
NK;NK7695;Other (not A-Z)
NK;NK7700;Aluminum work
NK;NK7800;Periodicals and societies
NK;NK7800.5;Congresses
NK;NK7800.6;Dictionaries
NK;NK7800.7;Directories
NK;NK7801.A-Z;United States. By city and museum or other place of exhibition, A-Z
NK;NK7801.5.A-Z;Other countries. By country and city, A-Z
NK;NK7801.8;Collective
NK;NK7802.A-Z;United States. By city and museum, A-Z
NK;NK7802.5.A-Z;Other countries. By country and city, A-Z
NK;NK7803.A-Z;Private collections. By collection, A-Z
NK;NK7804;General. Collectors' manuals
NK;NK7804.5;Conservation and restoration
NK;NK7805;Collected designs
NK;NK7805.5;Auction catalogs
NK;NK7806;General works
NK;NK7806.4.A-Z;Ethnic groups not limited to one country, A-Z
NK;NK7807;Ancient
NK;NK7807.15;Egyptian
NK;NK7807.2;Etruscan
NK;NK7807.3;Classical
NK;NK7807.4;Early Christian
NK;NK7808;Medieval
NK;NK7808.7;Buddhist
NK;NK7808.8;Byzantine
NK;NK7808.9;Islamic
NK;NK7808.92;Romanesque
NK;NK7808.923;Gothic
NK;NK7809;Modern
NK;NK7809.2.A-Z;Special styles, A-Z
NK;NK7809.3;Renaissance
NK;NK7809.6;Baroque
NK;NK7809.65;18th century
NK;NK7809.7;Rococo
NK;NK7809.8;19th century
NK;NK7809.85.A-Z;Special styles, A-Z
NK;NK7810;20th century
NK;NK7810.3.A-Z;Special styles, A-Z
NK;NK7811;North America
NK;NK7812;United States
NK;NK7812.5;Latin America
NK;NK7813-7896.3;Other regions or countries (Table N1)
NK;NK7897;Collective biography
NK;NK7898.A-Z;Special artists, A-Z
NK;NK7899;Dealers' catalogs
NK;NK7900;Periodicals and societies
NK;NK7900.5;Congresses
NK;NK7900.6;Dictionaries
NK;NK7900.7;Directories
NK;NK7901.A-Z;United States. By city and museum or other place of exhibition, A-Z
NK;NK7901.5.A-Z;Other countries. By country and city, A-Z
NK;NK7901.8;Collective
NK;NK7902.A-Z;United States. By city and museum, A-Z
NK;NK7902.5.A-Z;Other countries. By country and city, A-Z
NK;NK7903.A-Z;Private collections. By collection, A-Z
NK;NK7904;General. Collectors' manuals
NK;NK7904.5;Conservation and restoration
NK;NK7905;Collected designs
NK;NK7905.5;Auction catalogs
NK;NK7906;General works
NK;NK7906.4.A-Z;Ethnic groups not limited to one country, A-Z
NK;NK7907;Ancient
NK;NK7907.15;Egyptian
NK;NK7907.2;Etruscan
NK;NK7907.3;Classical
NK;NK7907.4;Early Christian
NK;NK7908;Medieval
NK;NK7908.7;Buddhist
NK;NK7908.8;Byzantine
NK;NK7908.9;Islamic
NK;NK7908.92;Romanesque
NK;NK7908.923;Gothic
NK;NK7909;Modern
NK;NK7909.2.A-Z;Special styles, A-Z
NK;NK7909.3;Renaissance
NK;NK7909.6;Baroque
NK;NK7909.65;18th century
NK;NK7909.7;Rococo
NK;NK7909.8;19th century
NK;NK7909.85.A-Z;Special styles, A-Z
NK;NK7910;20th century
NK;NK7910.3.A-Z;Special styles, A-Z
NK;NK7911;North America
NK;NK7912;United States
NK;NK7912.5;Latin America
NK;NK7913-7996.3;Other regions or countries (Table N1 modified)
NK;NK7997;Collective biography
NK;NK7998.A-Z;Special artists, A-Z
NK;NK7999;Dealers' catalogs
NK;NK8000;Special pieces (not A-Z)
NK;NK8030;General works
NK;NK8032;United States
NK;NK8033.A-Z;Other regions or countries, A-Z
NK;NK8035.A-Z;Special artists, A-Z
NK;NK8100;Periodicals and societies
NK;NK8100.5;Congresses
NK;NK8100.6;Dictionaries
NK;NK8100.7;Directories
NK;NK8101.A-Z;United States. By city and museum or other place of exhibition, A-Z
NK;NK8101.5.A-Z;Other countries. By country and city, A-Z
NK;NK8101.8;Collective
NK;NK8102.A-Z;United States. By city and museum, A-Z
NK;NK8102.5.A-Z;Other countries. By country and city, A-Z
NK;NK8103.A-Z;Private collections. By collection, A-Z
NK;NK8104;General. Collectors' manuals
NK;NK8104.5;Conservation and restoration
NK;NK8105;Collected designs
NK;NK8105.5;Auction catalogs
NK;NK8106;General works
NK;NK8106.4.A-Z;Ethnic groups not limited to one country, A-Z
NK;NK8107;Ancient
NK;NK8107.15;Egyptian
NK;NK8107.2;Etruscan
NK;NK8107.3;Classical
NK;NK8107.4;Early Christian
NK;NK8108;Medieval
NK;NK8108.7;Buddhist
NK;NK8108.8;Byzantine
NK;NK8108.9;Islamic
NK;NK8108.92;Romanesque
NK;NK8108.923;Gothic
NK;NK8109;Modern
NK;NK8109.2.A-Z;Special styles, A-Z
NK;NK8109.3;Renaissance
NK;NK8109.6;Baroque
NK;NK8109.65;18th century
NK;NK8109.7;Rococo
NK;NK8109.8;19th century
NK;NK8109.85.A-Z;Special styles, A-Z
NK;NK8110;20th century
NK;NK8110.3.A-Z;Special styles, A-Z
NK;NK8111;North America
NK;NK8112;United States
NK;NK8112.5;Latin America
NK;NK8113-8196.3;Other regions or countries (Table N1)
NK;NK8197;Collective biography
NK;NK8198.A-Z;Special artists, A-Z
NK;NK8199;Dealers' catalogs
NK;NK8200;Periodicals and societies
NK;NK8200.5;Congresses
NK;NK8200.6;Dictionaries
NK;NK8200.7;Directories
NK;NK8201.A-Z;United States. By city and museum or other place of exhibition, A-Z
NK;NK8201.5.A-Z;Other countries. By country and city, A-Z
NK;NK8201.8;Collective
NK;NK8202.A-Z;United States. By city and museum, A-Z
NK;NK8202.5.A-Z;Other countries. By country and city, A-Z
NK;NK8203.A-Z;Private collections. By collection, A-Z
NK;NK8204;General. Collectors' manuals
NK;NK8204.5;Conservation and restoration
NK;NK8205;Collected designs
NK;NK8205.5;Auction catalogs
NK;NK8206;General works
NK;NK8206.4.A-Z;Ethnic groups not limited to one country, A-Z
NK;NK8207;Ancient
NK;NK8207.15;Egyptian
NK;NK8207.2;Etruscan
NK;NK8207.3;Classical
NK;NK8207.4;Early Christian
NK;NK8208;Medieval
NK;NK8208.7;Buddhist
NK;NK8208.8;Byzantine
NK;NK8208.9;Islamic
NK;NK8208.92;Romanesque
NK;NK8208.923;Gothic
NK;NK8209;Modern
NK;NK8209.2.A-Z;Special styles, A-Z
NK;NK8209.3;Renaissance
NK;NK8209.6;Baroque
NK;NK8209.65;18th century
NK;NK8209.7;Rococo
NK;NK8209.8;19th century
NK;NK8209.85.A-Z;Special styles, A-Z
NK;NK8210;20th century
NK;NK8210.3.A-Z;Special styles, A-Z
NK;NK8211;North America
NK;NK8212;United States
NK;NK8212.5;Latin America
NK;NK8213-8296.3;Other regions or countries (Table N1)
NK;NK8297;Collective biography
NK;NK8298.A-Z;Special artists, A-Z
NK;NK8299;Dealers' catalogs
NK;NK8300.A-Z;Special articles of iron and cast iron, A-Z
NK;NK8350;General works
NK;NK8352;United States
NK;NK8353.A-Z;Other regions or countries, A-Z
NK;NK8355.A-Z;Special artists, A-Z
NK;NK8380;Nickel silver
NK;NK8390;Paktong
NK;NK8400;Periodicals
NK;NK8401.A-Z;United States. By city and museum or other place of exhibition, A-Z
NK;NK8401.5.A-Z;Other countries. By country and city, A-Z
NK;NK8402.A-Z;United States. By city and museum, A-Z
NK;NK8402.5.A-Z;Other countries. By country and city, A-Z
NK;NK8403.A-Z;Collections. By collection, A-Z
NK;NK8404;General works
NK;NK8405;Collected designs
NK;NK8406;General works
NK;NK8407;Ancient
NK;NK8408;Medieval
NK;NK8409;Modern
NK;NK8411;North America
NK;NK8412;United States
NK;NK8415.A-Z;Other regions or countries, A-Z
NK;NK8417.A-Z;Special artists, A-Z
NK;NK8419;Trade catalogs, etc.
NK;NK8420;Pewter marks
NK;NK8425;Tinwork
NK;NK8427;Aquamaniles
NK;NK8428;Crosses
NK;NK8430;Cutlery
NK;NK8436;Icons
NK;NK8438;Lanterns. Light fixtures. Candlesticks
NK;NK8440;General works
NK;NK8440.2.A-Z;By region or country, A-Z
NK;NK8450;Flatware
NK;NK8454;General works
NK;NK8454.2.A-Z;By region or country, A-Z
NK;NK8459.A-Z;Other, A-Z
NK;NK8465;Mice collectibles
NK;NK8470;General works
NK;NK8473.A-Z;By region or country, A-Z
NK;NK8473.5.A-Z;Special artists, A-Z
NK;NK8475.A-Z;Special, A-Z
NK;NK8490;For foods
NK;NK8491;Other molds (not A-Z)
NK;NK8500;Mosaic ornaments and jewelry
NK;NK8550;Musical instruments (Art collections)
NK;NK8551;Needlework boxes
NK;NK8551.2;General works
NK;NK8551.25.A-Z;Special, A-Z
NK;NK8551.3;Nutcrackers
NK;NK8552;Ocean liner collectibles
NK;NK8552.3;Paint collectibles
NK;NK8552.5.A-Z;Exhibitions. Collections. Museums. By country and collector or place of exhibition, A-Z
NK;NK8553;General works
NK;NK8553.2.A-Z;By region or country, A-Z
NK;NK8553.5.A-Z;Special artists, A-Z
NK;NK8554;Watermarks
NK;NK8554.5;Paperweights
NK;NK8555;General works
NK;NK8555.5.A-Z;Special regions and countries, A-Z
NK;NK8560;Pattern printing (Handicraft)
NK;NK8580;Permodello modeling
NK;NK8590;Piqué-work
NK;NK8592;Pitchers
NK;NK8593;Plaques
NK;NK8595;General works
NK;NK8595.2.A-Z;Special articles of plastic, A-Z
NK;NK8596;Plates
NK;NK8597;Poodle collectibles
NK;NK8598;Powder flasks
NK;NK8600;Periodicals
NK;NK8605;General works
NK;NK8605.5.A-Z;Special regions or countries, A-Z
NK;NK8608;Rabbit collectibles
NK;NK8610;Rattles. Teethers
NK;NK8620;Razor blade banks
NK;NK8636;Ru yi (Scepters)
NK;NK8640;Salt dishes. Salt shakers. Salt and pepper shakers
NK;NK8641;General works
NK;NK8641.5.A-Z;By region or country, A-Z
NK;NK8642;Sea resort collectibles
NK;NK8643;Shellcraft
NK;NK8643.3;Shopping bags
NK;NK8643.45;Signs and signboards
NK;NK8643.47;Soft drink collectibles
NK;NK8644;Spoons
NK;NK8645;Staffs (Sticks, canes, etc.)
NK;NK8647;Steins
NK;NK8650;Periodicals
NK;NK8651.A-Z;United States. By city and museum or other place of exhibition, A-Z
NK;NK8651.5.A-Z;Other countries. By country and city, A-Z
NK;NK8652.A-Z;United States. By city and museum, A-Z
NK;NK8652.5.A-Z;Other countries. By country and city, A-Z
NK;NK8653.A-Z;Collections. By collection, A-Z
NK;NK8654;General works
NK;NK8655;Collected designs
NK;NK8656;General works
NK;NK8657;Ancient
NK;NK8658;Medieval
NK;NK8659;Modern
NK;NK8661;North America
NK;NK8662;United States
NK;NK8665.A-Z;Other regions or countries, A-Z
NK;NK8667.A-Z;Special artists, A-Z
NK;NK8669;Trade catalogs, etc.
NK;NK8700;General works
NK;NK8700.5.A-Z;Special regions and countries, A-Z
NK;NK8705;General works
NK;NK8705.5.A-Z;Special artists, A-Z
NK;NK8713;Stone lanterns. Stone lamps
NK;NK8713.5;Stone plant containers
NK;NK8713.65;General works
NK;NK8713.7.A-Z;Special, A-Z
NK;NK8714;Straw work
NK;NK8714.2;Strawberry Shortcake collectibles
NK;NK8714.5;Stringholders
NK;NK8715;Suiseki. Ornamental rocks
NK;NK8717;Swine collectibles
NK;NK8724;Tabletop fountains
NK;NK8725;General works
NK;NK8725.5.A-Z;Special artists, A-Z
NK;NK8730;General works
NK;NK8730.2.A-Z;Special kinds of teapots, A-Z
NK;NK8740;General works
NK;NK8740.2.A-Z;Special kinds of bears, A-Z
NK;NK8740.5.A-Z;Special artists, A-Z
NK;NK8745;Tennis collectibles
NK;NK8800;Periodicals and societies
NK;NK8800.5;Congresses
NK;NK8800.6;Dictionaries
NK;NK8800.7;Directories
NK;NK8801.A-Z;United States. By city and museum or other place of exhibition, A-Z
NK;NK8801.5.A-Z;Other countries. By country and city, A-Z
NK;NK8801.8;Collective
NK;NK8802.A-Z;United States. By city and museum, A-Z
NK;NK8802.5.A-Z;Other countries. By country and city, A-Z
NK;NK8803.A-Z;Private collections. By collection, A-Z
NK;NK8804;General. Collectors' manuals
NK;NK8804.2;Juvenile works
NK;NK8804.5;Conservation and restoration
NK;NK8805;Collected designs
NK;NK8805.5;Auction catalogs
NK;NK8806;General works
NK;NK8806.4.A-Z;Ethnic groups not limited to one country, A-Z
NK;NK8807;Ancient
NK;NK8807.15;Egyptian
NK;NK8807.2;Etruscan
NK;NK8807.3;Classical
NK;NK8807.4;Early Christian
NK;NK8808;Medieval
NK;NK8808.7;Buddhist
NK;NK8808.8;Byzantine
NK;NK8808.9;Islamic
NK;NK8808.92;Romanesque
NK;NK8808.923;Gothic
NK;NK8809;Modern
NK;NK8809.2.A-Z;Special styles, A-Z
NK;NK8809.3;Renaissance
NK;NK8809.6;Baroque
NK;NK8809.65;18th century
NK;NK8809.7;Rococo
NK;NK8809.8;19th century
NK;NK8809.85.A-Z;Special styles, A-Z
NK;NK8810;20th century
NK;NK8810.3.A-Z;Special styles, A-Z
NK;NK8811;North America
NK;NK8812;United States
NK;NK8812.5;Latin America
NK;NK8813-8896.3;Other regions or countries (Table N1)
NK;NK8897;Collective biography
NK;NK8898.A-Z;Special artists, A-Z
NK;NK8899;Dealers' catalogs
NK;NK8899.3;Tablecloths
NK;NK8899.5.A-Z;By material, A-Z
NK;NK8900;Periodicals and societies
NK;NK8900.5;Congresses
NK;NK8900.6;Dictionaries
NK;NK8900.7;Directories
NK;NK8901.A-Z;United States. By city and museum or other place of exhibition, A-Z
NK;NK8901.5.A-Z;Other countries. By country and city, A-Z
NK;NK8901.8;Collective
NK;NK8902.A-Z;United States. By city and museum, A-Z
NK;NK8902.5.A-Z;Other countries. By country and city, A-Z
NK;NK8903.A-Z;Private collections. By collection, A-Z
NK;NK8904;General. Collectors' manuals
NK;NK8904.5;Conservation and restoration
NK;NK8905;Collected designs
NK;NK8905.5;Auction catalogs
NK;NK8906;General works
NK;NK8906.4.A-Z;Ethnic groups not limited to one country, A-Z
NK;NK8907;Ancient
NK;NK8907.15;Egyptian
NK;NK8907.2;Etruscan
NK;NK8907.3;Classical
NK;NK8907.4;Early Christian
NK;NK8908;Medieval
NK;NK8908.7;Buddhist
NK;NK8908.8;Byzantine
NK;NK8908.9;Islamic
NK;NK8908.92;Romanesque
NK;NK8908.923;Gothic
NK;NK8909;Modern
NK;NK8909.2.A-Z;Special styles, A-Z
NK;NK8909.3;Renaissance
NK;NK8909.6;Baroque
NK;NK8909.65;18th century
NK;NK8909.7;Rococo
NK;NK8909.8;19th century
NK;NK8909.85.A-Z;Special styles, A-Z
NK;NK8910;20th century
NK;NK8910.3.A-Z;Special styles, A-Z
NK;NK8911;North America
NK;NK8912;United States
NK;NK8912.5;Latin America
NK;NK8913-8996.3;Other regions or countries (Table N1)
NK;NK8997;Collective biography
NK;NK8998.A-Z;Special artists, A-Z
NK;NK8999;Dealers' catalogs
NK;NK9002;Silk pictures
NK;NK9010;Calamanco
NK;NK9015;Chenille
NK;NK9020;Damask weaving
NK;NK9022;Foulards
NK;NK9025;Tartans
NK;NK9100;Periodicals and societies
NK;NK9100.5;Congresses
NK;NK9100.6;Dictionaries
NK;NK9100.7;Directories
NK;NK9101.A-Z;United States. By city and museum or other place of exhibition, A-Z
NK;NK9101.5.A-Z;Other countries. By country and city, A-Z
NK;NK9101.8;Collective
NK;NK9102.A-Z;United States. By city and museum, A-Z
NK;NK9102.5.A-Z;Other countries. By country and city, A-Z
NK;NK9103.A-Z;Private collections. By collection, A-Z
NK;NK9104;General. Collectors' manuals
NK;NK9104.5;Conservation and restoration
NK;NK9105;Collected designs
NK;NK9105.5;Auction catalogs
NK;NK9106;General works
NK;NK9106.4.A-Z;Ethnic groups not limited to one country, A-Z
NK;NK9107;General works
NK;NK9107.15;Egyptian
NK;NK9107.2;Etruscan
NK;NK9107.3;Classical
NK;NK9107.4;Early Christian
NK;NK9108;General works
NK;NK9108.7;Buddhist
NK;NK9108.8;Byzantine
NK;NK9108.9;Islamic
NK;NK9108.92;Romanesque
NK;NK9108.923;Gothic
NK;NK9109;General works
NK;NK9109.2.A-Z;Special styles, A-Z
NK;NK9109.3;Renaissance
NK;NK9109.6;Baroque
NK;NK9109.65;18th century
NK;NK9109.7;Rococo
NK;NK9109.8;19th century
NK;NK9109.85.A-Z;Special styles, A-Z
NK;NK9110;20th century
NK;NK9110.3.A-Z;Special styles, A-Z
NK;NK9110.5;21st century
NK;NK9111;North America
NK;NK9112;United States
NK;NK9112.5;Latin America
NK;NK9113-9196.3;Other regions or countries (Table N1)
NK;NK9197;Collective biography
NK;NK9198.A-Z;Special artists, A-Z
NK;NK9199;Dealers' catalogs
NK;NK9199.5;Potholders
NK;NK9200;Periodicals and societies
NK;NK9200.5;Congresses
NK;NK9200.6;Dictionaries
NK;NK9200.7;Directories
NK;NK9201.A-Z;United States. By city and museum or other place of exhibition, A-Z
NK;NK9201.5.A-Z;Other countries. By country and city, A-Z
NK;NK9201.8;Collective
NK;NK9202.A-Z;United States. By city and museum, A-Z
NK;NK9202.5.A-Z;Other countries. By country and city, A-Z
NK;NK9203.A-Z;Private collections. By collection, A-Z
NK;NK9204;General. Collectors' manuals
NK;NK9204.5;Conservation and restoration
NK;NK9205;Collected designs
NK;NK9205.5;Auction catalogs
NK;NK9206;General works
NK;NK9206.4.A-Z;Ethnic groups not limited to one country, A-Z
NK;NK9207;Ancient
NK;NK9207.15;Egyptian
NK;NK9207.2;Etruscan
NK;NK9207.3;Classical
NK;NK9207.4;Early Christian
NK;NK9208;Medieval
NK;NK9208.7;Buddhist
NK;NK9208.8;Byzantine
NK;NK9208.9;Islamic
NK;NK9208.92;Romanesque
NK;NK9208.923;Gothic
NK;NK9209;Modern
NK;NK9209.2.A-Z;Special styles, A-Z
NK;NK9209.3;Renaissance
NK;NK9209.6;Baroque
NK;NK9209.65;18th century
NK;NK9209.7;Rococo
NK;NK9209.8;19th century
NK;NK9209.85.A-Z;Special styles, A-Z
NK;NK9210;20th century
NK;NK9210.3.A-Z;Special styles, A-Z
NK;NK9211;North America
NK;NK9212;United States
NK;NK9212.5;Latin America
NK;NK9213-9296.3;Other regions or countries (Table N1)
NK;NK9297;Collective biography
NK;NK9298.A-Z;Special artists, A-Z
NK;NK9299;Dealers' catalogs
NK;NK9302;Bead embroidery
NK;NK9310;General works
NK;NK9310.5.A-Z;Special artists, A-Z
NK;NK9315;Fabric pictures
NK;NK9400;Periodicals and societies
NK;NK9400.5;Congresses
NK;NK9400.6;Dictionaries
NK;NK9400.7;Directories
NK;NK9401.A-Z;United States. By city and museum or other place of exhibition, A-Z
NK;NK9401.5.A-Z;Other countries. By country and city, A-Z
NK;NK9401.8;Collective
NK;NK9402.A-Z;United States. By city and museum, A-Z
NK;NK9402.5.A-Z;Other countries. By country and city, A-Z
NK;NK9403.A-Z;Private collections. By collection, A-Z
NK;NK9404;General. Collectors' manuals
NK;NK9404.5;Conservation and restoration
NK;NK9405;Collected designs
NK;NK9405.5;Auction catalogs
NK;NK9406;General works
NK;NK9406.4.A-Z;Ethnic groups not limited to one country, A-Z
NK;NK9407;Ancient
NK;NK9407.15;Egyptian
NK;NK9407.2;Etruscan
NK;NK9407.3;Classical
NK;NK9407.4;Early Christian
NK;NK9408;Medieval
NK;NK9408.7;Buddhist
NK;NK9408.8;Byzantine
NK;NK9408.9;Islamic
NK;NK9408.92;Romanesque
NK;NK9408.923;Gothic
NK;NK9409;General works
NK;NK9409.2.A-Z;Special styles, A-Z
NK;NK9409.3;Renaissance
NK;NK9409.6;Baroque
NK;NK9409.65;18th century
NK;NK9409.7;Rococo
NK;NK9409.8;19th century
NK;NK9409.85.A-Z;Special styles, A-Z
NK;NK9410;20th century
NK;NK9410.3.A-Z;Special styles, A-Z
NK;NK9410.4;21st century
NK;NK9411;North America
NK;NK9412;United States
NK;NK9412.5;Latin America
NK;NK9413-9496.3;Other regions or countries (Table N1)
NK;NK9497;Collective biography
NK;NK9498.A-Z;Special artists, A-Z
NK;NK9499;Dealers' catalogs
NK;NK9499.2;Shuttles
NK;NK9499.5;Macramé
NK;NK9500;General works
NK;NK9502;Collective biography
NK;NK9502.5.A-Z;Special artists, A-Z
NK;NK9503;General works
NK;NK9503.2.A-Z;Special regions or countries, A-Z
NK;NK9504;Block printing
NK;NK9504.7;Resist-dyed textiles
NK;NK9505;General works
NK;NK9505.2.A-Z;Special regions or countries, A-Z
NK;NK9505.5;Tie-dyeing
NK;NK9505.57;Thanksgiving collectibles
NK;NK9505.6;Thermometers
NK;NK9505.7;Thimbles
NK;NK9505.75;Thread winders
NK;NK9507;Tobacco jars, boxes, etc.
NK;NK9508;Toothpick holders
NK;NK9509;General works
NK;NK9509.15;Directories
NK;NK9509.2.A-Z;United States. By city and museum or other place of exhibition, A-Z
NK;NK9509.3.A-Z;Other countries. By country and city, A-Z
NK;NK9509.4.A-Z;United States. By city and museum, A-Z
NK;NK9509.5.A-Z;Other countries. By country and city, A-Z
NK;NK9509.6.A-Z;Private collections. By collector, A-Z
NK;NK9509.65.A-Z;Special regions or countries, A-Z
NK;NK9509.7;Boys' toys
NK;NK9509.8;Girls' toys
NK;NK9509.95.A-Z;Special types of toys, A-Z
NK;NK9510;Transfer pictures (Decalcomania)
NK;NK9520;Travel paraphernalia
NK;NK9530;Trays
NK;NK9540;Trivets
NK;NK9550;Trunks
NK;NK9555;Turtle collectibles
NK;NK9558;Vases
NK;NK9560;Visiting card cases
NK;NK9580;General works
NK;NK9581;Religious articles
NK;NK9581.5.A-Z;By region or country, A-Z
NK;NK9582.A-Z;Special artists, A-Z
NK;NK9585;Weather vanes
NK;NK9587;Wickerwork
NK;NK9600;Periodicals and societies
NK;NK9600.5;Congresses
NK;NK9600.6;Dictionaries
NK;NK9600.7;Directories
NK;NK9601.A-Z;United States. By city and museum or other place of exhibition, A-Z
NK;NK9601.5.A-Z;Other countries. By country and city, A-Z
NK;NK9601.8;Collective
NK;NK9602.A-Z;United States. By city and museum, A-Z
NK;NK9602.5.A-Z;Other countries. By country and city, A-Z
NK;NK9603.A-Z;Private collections. By collection, A-Z
NK;NK9604;General. Collectors' manuals
NK;NK9604.2;Juvenile works
NK;NK9604.5;Conservation and restoration
NK;NK9605;Collected designs
NK;NK9605.5;Auction catalogs
NK;NK9606;General works
NK;NK9606.4.A-Z;Ethnic groups not limited to one country, A-Z
NK;NK9607;Ancient
NK;NK9607.15;Egyptian
NK;NK9607.2;Etruscan
NK;NK9607.3;Classical
NK;NK9607.4;Early Christian
NK;NK9608;Medieval
NK;NK9608.7;Buddhist
NK;NK9608.8;Byzantine
NK;NK9608.9;Islamic
NK;NK9608.92;Romanesque
NK;NK9608.923;Gothic
NK;NK9609;Modern
NK;NK9609.2.A-Z;Special styles, A-Z
NK;NK9609.3;Renaissance
NK;NK9609.6;Baroque
NK;NK9609.65;18th century
NK;NK9609.7;Rococo
NK;NK9609.8;19th century
NK;NK9609.85.A-Z;Special styles, A-Z
NK;NK9610;20th century
NK;NK9610.3.A-Z;Special styles, A-Z
NK;NK9610.6;21st century
NK;NK9611;North America
NK;NK9612;United States
NK;NK9612.5;Latin America
NK;NK9613-9696.3;Other regions or countries (Table N1)
NK;NK9697;Collective biography
NK;NK9698.A-Z;Special artists, A-Z
NK;NK9699;Dealers' catalogs
NK;NK9700;Periodicals and societies
NK;NK9700.5;Congresses
NK;NK9700.6;Dictionaries
NK;NK9700.7;Directories
NK;NK9701.A-Z;United States. By city and museum or other place of exhibition, A-Z
NK;NK9701.5.A-Z;Other countries. By country and city, A-Z
NK;NK9701.8;Collective
NK;NK9702.A-Z;United States. By city and museum, A-Z
NK;NK9702.5.A-Z;Other countries. By country and city, A-Z
NK;NK9703.A-Z;Private collections. By collection, A-Z
NK;NK9704;General. Collectors' manuals
NK;NK9704.5;Conservation and restoration
NK;NK9705;Collected designs
NK;NK9705.5;Auction catalogs
NK;NK9706;General works
NK;NK9706.4.A-Z;Ethnic groups not limited to one country, A-Z
NK;NK9707;Ancient
NK;NK9707.15;Egyptian
NK;NK9707.2;Etruscan
NK;NK9707.3;Classical
NK;NK9707.4;Early Christian
NK;NK9708;Medieval
NK;NK9708.7;Buddhist
NK;NK9708.8;Byzantine
NK;NK9708.9;Islamic
NK;NK9708.92;Romanesque
NK;NK9708.923;Gothic
NK;NK9709;Modern
NK;NK9709.2.A-Z;Special styles, A-Z
NK;NK9709.3;Renaissance
NK;NK9709.6;Baroque
NK;NK9709.65;18th century
NK;NK9709.7;Rococo
NK;NK9709.8;19th century
NK;NK9709.85.A-Z;Special styles, A-Z
NK;NK9710;20th century
NK;NK9710.3.A-Z;Special styles, A-Z
