classe;cote_range;description
NA;NA2595;Miscellaneous maxims, etc.
NA;NA2597;Anecdotes and curiosities of architecture and architects
NA;NA2599;Facetiae, satire, etc.
NA;NA2599.5;General works
NA;NA2599.7;Collective
NA;NA2599.8.A-Z;Individual, A-Z
NA;NA2599.9;Book reviews
NA;NA2685;Congresses
NA;NA2695.A-Z;Exhibitions. Collections. Museums. By country and collector or place of exhibition, A-Z
NA;NA2699;Early works through 1800
NA;NA2700;1801-
NA;NA2705;General special
NA;NA2705.5;Unbuilt projects
NA;NA2706.A-Z;By region or country, A-Z
NA;NA2707.A-Z;Special artists, A-Z
NA;NA2708;General works
NA;NA2710;Perspective
NA;NA2711;Axonometric projection. Oblique projection
NA;NA2712;Measured drawing
NA;NA2713;Working drawings
NA;NA2714;Presentation drawings
NA;NA2715;Shades and shadows
NA;NA2718;Detailing
NA;NA2725;Lettering
NA;NA2726;Airbrushing
NA;NA2726.2;Color drawing
NA;NA2726.3;Markers
NA;NA2726.5;Watercolor
NA;NA2728;Data processing. Computer-aided design
NA;NA2750;General works
NA;NA2755;Patents
NA;NA2760;Composition. Proportion
NA;NA2763;Massing
NA;NA2765;Space
NA;NA2770;Plan
NA;NA2775;Elevations. Sections
NA;NA2780;Rendering in color, pen and ink, etc.
NA;NA2790;Models and modeling
NA;NA2793;Remodeling buildings for other use (General)
NA;NA2794;Daylighting. Illumination of buildings
NA;NA2795;Color in architecture. Polychromy (General)
NA;NA2795.5;Motion in architecture
NA;NA2796;Mirrors in architecture
NA;NA2797;Photogrammetry in architecture
NA;NA2798;Texture in architecture
NA;NA2799;Invisibility in architecture
NA;NA2800;Architectural acoustics
NA;NA2810;Early work
NA;NA2812;Folios
NA;NA2815;Works since 1800
NA;NA2817;Folios
NA;NA2835;Periodicals
NA;NA2840;General and miscellaneous
NA;NA2841;Folios
NA;NA2850;General works
NA;NA2851;Folios
NA;NA2852;Attics. Basements
NA;NA2853;Entrances. Hallways
NA;NA2854;Living rooms
NA;NA2856;Offices
NA;NA2857;Conference rooms
NA;NA2858;Courtyards
NA;NA2860;General works
NA;NA2870;Capitals
NA;NA2873;Bases
NA;NA2875;Plinths. Socles
NA;NA2880;Apses. Arches. Crypts. Vaults. Keystones
NA;NA2890;Domes
NA;NA2893;Fascias
NA;NA2900;Roofs
NA;NA2910;Roof decoration (External)
NA;NA2915;Antefixes
NA;NA2917;Dormers
NA;NA2920;Gables. Pediments. Acroteria
NA;NA2930;Towers. Spires
NA;NA2940;General works
NA;NA2941;Facades
NA;NA2942;Niches
NA;NA2950;Ceilings
NA;NA2960;Moldings. Cornices. Corbels. Ancones
NA;NA2965;Friezes
NA;NA2970;Floors
NA;NA2980;General works
NA;NA2985;Catalogs
NA;NA3000;General works
NA;NA3008;Awnings. Canopies. Marquees
NA;NA3010;Doors and doorways
NA;NA3020;Windows
NA;NA3030;Grilles. Fanlights
NA;NA3035;Serlianas
NA;NA3040;Ornamental chimneys
NA;NA3050;General works
NA;NA3055;Catalogs
NA;NA3060;Stairs. Balustrades
NA;NA3066;Holy water fonts
NA;NA3070;Balconies. Galleries. Porches
NA;NA3310;Early works to 1800
NA;NA3320;General works, 1801-
NA;NA3321;Folios
NA;NA3330;General works
NA;NA3331;Folios
NA;NA3335;Egyptian
NA;NA3340;General works
NA;NA3341;Folios
NA;NA3350;Greek
NA;NA3360;General works
NA;NA3370;Pompeian
NA;NA3390;General works
NA;NA3391;Folios
NA;NA3400;Early Christian
NA;NA3410;Byzantine
NA;NA3420;Romanesque
NA;NA3450;General works
NA;NA3460;Renaissance. 16th century
NA;NA3461;Folios
NA;NA3463;Baroque. Rococo
NA;NA3465;Neoclassicism (Greek and Roman revival)
NA;NA3467;18th century
NA;NA3469;19th century
NA;NA3470;Romanesque revival
NA;NA3480;Gothic revival
NA;NA3485;20th century
NA;NA3487;21st century
NA;NA3501-3596.3;Special regions or countries (Table N1)
NA;NA3680;General works
NA;NA3683.A-Z;Special topics, A-Z
NA;NA3686;Catalogs
NA;NA3690;Decorative plaster. Stucco
NA;NA3695;Concrete
NA;NA3696;Plastics
NA;NA3700;Terra cotta
NA;NA3702;Brickwork
NA;NA3703;Pressed brick
NA;NA3705;Tiles (Floor and wall. Roof)
NA;NA3710;Incrustation. Veneering
NA;NA3750;General works
NA;NA3752;Deterioration of mosaics
NA;NA3752.5;Conservation and restoration of mosaics
NA;NA3755.A-Z;Museums. Collections. Exhibitions. By city and museum or collector, A-Z
NA;NA3760;General works
NA;NA3765;Greek
NA;NA3770;Roman. Pompeian
NA;NA3780;Early Christian. Byzantine
NA;NA3788;General works
NA;NA3790;Italian
NA;NA3792.A-Z;Other, A-Z
NA;NA3810;General works
NA;NA3820;Italian
NA;NA3840;American and English
NA;NA3850.A-Z;Other, A-Z
NA;NA3860.A-Z;Special artists, A-Z
NA;NA3900;Woodwork
NA;NA3940;General works
NA;NA3950;Ironwork
NA;NA3960.A-Z;Other metals, A-Z
NA;NA4010;Fixed furniture. Miscellaneous accessories
NA;NA4050.A-Z;Other, A-Z
NA;NA4100;General works
NA;NA4110;Wood
NA;NA4115;Half-timbered
NA;NA4119;General works
NA;NA4120;Brick and tile
NA;NA4125;Concrete
NA;NA4130;Stone
NA;NA4133;General works
NA;NA4135;Iron and steel
NA;NA4138;Aluminum
NA;NA4140;Glass
NA;NA4145.A-Z;Other, A-Z
NA;NA4150;Basilicas
NA;NA4160;Other special forms (not A-Z)
NA;NA4170-8490;Classed by use
NA;NA4170;General works
NA;NA4177;General works
NA;NA4178.A-Z;Special buildings. By city and building, A-Z
NA;NA4180;General works
NA;NA4183;League of Nations buildings
NA;NA4184;United Nations buildings
NA;NA4184.2;Unesco buildings
NA;NA4185;Hague. Palace of Peace
NA;NA4193;Pan American Union
NA;NA4193.5;Soviet ėkonomicheskoĭ vzaimopomoshchi (Council for Mutual Economic Aid)
NA;NA4201-4385;Special regions or countries (Table N2)
NA;NA4410;General works
NA;NA4410.7;General works
NA;NA4411;United States Capitol (Washington, D.C.)
NA;NA4415.A-Z;Other countries, A-Z
NA;NA4420-4427;Government offices and bureaus. Prefectures, etc.
NA;NA4420;General works
NA;NA4421;United States
NA;NA4423.A-Z;United States government offices in special cities, A-Z
NA;NA4425.A-Z;Other countries, A-Z
NA;NA4426.A-Z;United States. By city, A-Z
NA;NA4427.A-Z;Other countries. By country and city, A-Z
NA;NA4428;United States
NA;NA4429.A-Z;Other countries, A-Z
NA;NA4430;General works
NA;NA4431;United States
NA;NA4433.A-Z;Cities, A-Z
NA;NA4435.A-Z;Other countries, A-Z
NA;NA4436.A-Z;United States. By city, A-Z
NA;NA4437.A-Z;Other countries. By country and city, A-Z
NA;NA4440;General works
NA;NA4441;United States
NA;NA4443.A-Z;Cities, A-Z
NA;NA4445.A-Z;Other countries, A-Z
NA;NA4446.A-Z;United States. By city, A-Z
NA;NA4447.A-Z;Other countries. By country and city, A-Z
NA;NA4450;General works
NA;NA4451;United States
NA;NA4453.A-Z;Cities, A-Z
NA;NA4455.A-Z;Other countries, A-Z
NA;NA4456.A-Z;United States. By city, A-Z
NA;NA4457.A-Z;Other countries. By country and city, A-Z
NA;NA4460;General works
NA;NA4461;United States
NA;NA4463.A-Z;Cities, A-Z
NA;NA4465.A-Z;Other countries, A-Z
NA;NA4466.A-Z;United States. By city, A-Z
NA;NA4467.A-Z;Other countries. By country and city, A-Z
NA;NA4470;General works
NA;NA4471;United States
NA;NA4473.A-Z;Cities, A-Z
NA;NA4475.A-Z;Other countries, A-Z
NA;NA4476.A-Z;United States. By city, A-Z
NA;NA4477.A-Z;Other countries. By country and city, A-Z
NA;NA4480;General works
NA;NA4481;United States
NA;NA4483.A-Z;Cities, A-Z
NA;NA4485.A-Z;Other countries, A-Z
NA;NA4486.A-Z;United States. By city, A-Z
NA;NA4487.A-Z;Other countries. By country and city, A-Z
NA;NA4490;General works
NA;NA4491;United States
NA;NA4493.A-Z;Cities, A-Z
NA;NA4495.A-Z;Other countries, A-Z
NA;NA4496.A-Z;United States. By city, A-Z
NA;NA4497.A-Z;Other countries. By country and city, A-Z
NA;NA4500;General works
NA;NA4501;United States
NA;NA4503.A-Z;Cities, A-Z
NA;NA4505.A-Z;Other countries, A-Z
NA;NA4506.A-Z;United States. By city, A-Z
NA;NA4507.A-Z;Other countries. By country and city, A-Z
NA;NA4510.A-Z;Other classes of buildings, A-Z
NA;NA4590;Periodicals
NA;NA4595;Congresses
NA;NA4600;General works
NA;NA4601;Folios
NA;NA4605;Liturgy and architecture
NA;NA4610;General works
NA;NA4620;General works
NA;NA4621;Folios
NA;NA4640;General works
NA;NA4641;Folios
NA;NA4670;Mosques
NA;NA4690;Synagogues
NA;NA4710;Bahai temples
NA;NA4790;Periodicals and societies
NA;NA4795;Congresses
NA;NA4800;General works
NA;NA4801;Folios
NA;NA4810;General works
NA;NA4811;Folios
NA;NA4812.A-Z;Special topics, A-Z
NA;NA4813;Specifications
NA;NA4815;Great churches of the world (General)
NA;NA4817;Early Christian
NA;NA4818.52;Medieval
NA;NA4819.52;Renaissance
NA;NA4823;17th and 18th centuries
NA;NA4824;19th century
NA;NA4825;20th century
NA;NA4827;Interdenominational churches
NA;NA4827.5;Rural churches
NA;NA4828;Roman Catholic (General, Benedictine, Cistercian, etc.)
NA;NA4828.5;Protestant (General)
NA;NA4829.A-Z;Other, A-Z
NA;NA4830;Cathedrals
NA;NA4840;Bishops' palaces
NA;NA4850;Abbeys. Convents. Monasteries
NA;NA4870;Chapels
NA;NA4873;Martyria
NA;NA4875;Shrines
NA;NA4880;Parish houses
NA;NA4890;Sunday school buildings
NA;NA4900;Y.M.C.A. buildings
NA;NA4910.A-Z;Other buildings, A-Z
NA;NA4940;Cloisters
NA;NA4950;Miscellaneous details
NA;NA5000;Interior architectural decoration
NA;NA5050;General works
NA;NA5051;Folios
NA;NA5060;Altars
NA;NA5062;Baldachins
NA;NA5065;Pulpits
NA;NA5070;Baptismal fonts
NA;NA5075;Choir stalls. Pews. Benches
NA;NA5080;Screens. Rood screens. Reredos
NA;NA5082;Iconostases
NA;NA5090;Candelabra. Chandeliers, etc.
NA;NA5095.A-Z;Other special, A-Z
NA;NA5201-6114;Religious architecture of special countries (Table N5 modified)
NA;NA5203;North America
NA;NA5235.A-Z;Cities, A-Z
NA;NA5453;Medieval
NA;NA5455;Renaissance
NA;NA5461;General works
NA;NA5470;London
NA;NA5471.A-Z;Other English cities, A-Z
NA;NA5481.A-Z;Special cities, A-Z
NA;NA5494.A-Z;Special cities, A-Z
NA;NA5550;Paris
NA;NA5585;Berlin
NA;NA5586.A-Z;Other cities, A-Z
NA;NA5600;Athens
NA;NA5620;Rome
NA;NA5621.A-Z;Other cities, A-Z
NA;NA5650;Amsterdam
NA;NA5670;Brussels
NA;NA5696;Saint Petersburg. Leningrad
NA;NA5720;Copenhagen
NA;NA5750;Reykjavik
NA;NA5770;Oslo
NA;NA5790;Stockholm
NA;NA5810;Madrid
NA;NA5830;Lisbon
NA;NA5850;Bern
NA;NA5870;Istanbul
NA;NA5875;General works
NA;NA5890;Sofia
NA;NA5930;Bucharest
NA;NA5950;Belgrade
NA;NA6115;Undertaking establishments
NA;NA6117;Crematories, columbaria, etc.
NA;NA6120;General works
NA;NA6125;Design and plans
NA;NA6127;Miscellaneous minor works
NA;NA6130;General works
NA;NA6132;General works
NA;NA6133;Assyria. Babylonia
NA;NA6134;Persia. Media
NA;NA6135;Judea. Syria
NA;NA6136;Arabia
NA;NA6137;Asia Minor
NA;NA6138;General works
NA;NA6139;Greek
NA;NA6140;Etruscan
NA;NA6141;Roman. Pompeian
NA;NA6142.A-Z;Other ancient, A-Z
NA;NA6143;General works
NA;NA6145;Islamic. Moorish
NA;NA6146;Romanesque
NA;NA6147;Gothic
NA;NA6148;Modern
NA;NA6149;America. North America
NA;NA6150;General works
NA;NA6152.A-Z;By city, A-Z
NA;NA6153;General works
NA;NA6154.A-Z;Local, A-Z
NA;NA6154.5;Latin America (General)
NA;NA6155;Mexico
NA;NA6156;General works
NA;NA6157.A-Z;By region or country, A-Z
NA;NA6158;General works
NA;NA6159.A-Z;Local, A-Z
NA;NA6160;General works
NA;NA6161.A-Z;By region or country, A-Z
NA;NA6162;General works
NA;NA6163;Great Britain
NA;NA6164;Austria
NA;NA6165;France
NA;NA6166;Germany
NA;NA6167;Italy
NA;NA6168;Netherlands
NA;NA6169;Belgium
NA;NA6169.5;Portugal
NA;NA6170;Russia
NA;NA6172;Scandinavia
NA;NA6174;Spain
NA;NA6176;Switzerland
NA;NA6177;Turkey
NA;NA6178.A-Z;Other, A-Z
NA;NA6179;General works
NA;NA6179.5;Afghanistan
NA;NA6181;Iran
NA;NA6182;Central Asia
NA;NA6183;India
NA;NA6183.2;Pakistan
NA;NA6183.5;Ceylon
NA;NA6184;General works
NA;NA6185;Dutch East Indies
NA;NA6186;Philippines
NA;NA6186.5;Vietnam
NA;NA6187;General works
NA;NA6188;China
NA;NA6189;Japan
NA;NA6189.5;Korea
NA;NA6190;Northern Asia. Siberia
NA;NA6190.5.A-Z;Other, A-Z
NA;NA6191;General works
NA;NA6192;Egypt
NA;NA6194.A-Z;Other countries, A-Z
NA;NA6195;General works
NA;NA6196.A-Z;Local, A-Z
NA;NA6197;New Zealand
NA;NA6198;General works
NA;NA6199.A-Z;Special, A-Z
NA;NA6210;General works
NA;NA6212;United States
NA;NA6214.A-Z;Other regions or countries, A-Z
NA;NA6215;General works
NA;NA6216.A-Z;By city and center, A-Z
NA;NA6218;Shopping arcades. Shopping centers. Shopping malls
NA;NA6218.5;Showrooms
NA;NA6220;General works
NA;NA6225;Storefronts
NA;NA6227.A-Z;By business, A-Z
NA;NA6230;General works
NA;NA6231;Folios
NA;NA6231.5;Psychological aspects of tall buildings
NA;NA6232;General works
NA;NA6233.A-Z;Special buildings. By city and building, A-Z
NA;NA6234.A-Z;Other regions or countries, A-Z
NA;NA6240;General works
NA;NA6241;General works
NA;NA6243.A-Z;Special buildings. By city and building, A-Z
NA;NA6245.A-Z;Other regions or countries, A-Z
NA;NA6250;General works
NA;NA6253.A-Z;Special buildings. By city and building, A-Z
NA;NA6260;General works
NA;NA6270;Cattle markets, stockyards, abattoirs
NA;NA6273;United States
NA;NA6275.A-Z;Other regions or countries, A-Z
NA;NA6280.A-Z;Other, A-Z
NA;NA6290;General works
NA;NA6300;General works
NA;NA6301;United States
NA;NA6303.A-Z;Cities, A-Z
NA;NA6305.A-Z;Other countries, A-Z
NA;NA6306.A-Z;United States. By city, A-Z
NA;NA6307.A-Z;Other countries. By country and city, A-Z
NA;NA6310;General works
NA;NA6311;United States
NA;NA6313.A-Z;Cities, A-Z
NA;NA6315.A-Z;Other countries, A-Z
NA;NA6316.A-Z;United States. By city, A-Z
NA;NA6317.A-Z;Other countries. By country and city, A-Z
NA;NA6320;General works
NA;NA6321;United States
NA;NA6323.A-Z;Cities, A-Z
NA;NA6325.A-Z;Other countries, A-Z
NA;NA6326.A-Z;United States. By city, A-Z
NA;NA6327.A-Z;Other countries. By country and city, A-Z
NA;NA6330;General works
NA;NA6332;United States
NA;NA6333.A-Z;Other regions or countries, A-Z
NA;NA6340;General works
NA;NA6342;United States
NA;NA6343.A-Z;Other regions or countries, A-Z
NA;NA6350;Grain elevators
NA;NA6360;Icehouses (Commercial)
NA;NA6370.A-Z;Other, A-Z
NA;NA6396;Congresses
NA;NA6400;General works
NA;NA6402;United States
NA;NA6403.A-Z;Other regions or countries, A-Z
NA;NA6405;Industrial parks
NA;NA6410;Textile mills
NA;NA6420;General works
NA;NA6422;United States
NA;NA6423.A-Z;Other regions or countries, A-Z
NA;NA6430;Foundries
NA;NA6440;Machine shops
NA;NA6450;Rolling mills
NA;NA6460;Woodworking mills
NA;NA6470;Carriage factories
NA;NA6472;General works
NA;NA6474.A-Z;By factory, A-Z
NA;NA6480;Papermills
NA;NA6490;Flour mills
NA;NA6588;Service buildings for employees
NA;NA6589.A-Z;Other, A-Z
NA;NA6590-6597;Education departments
NA;NA6590;General works
NA;NA6591;United States
NA;NA6593.A-Z;Cities, A-Z
NA;NA6595.A-Z;Other countries, A-Z
NA;NA6596.A-Z;United States. By city, A-Z
NA;NA6597.A-Z;Other countries. By country and city, A-Z
NA;NA6600;General works
NA;NA6602.A-Z;Special types of buildings, A-Z
NA;NA6603;General works
NA;NA6604.52;Special institutions
NA;NA6605.A-Z;Other regions and countries, A-Z
NA;NA6610.A-Z;Military academies. By city and school, A-Z
NA;NA6690;General works
NA;NA6695;General works
NA;NA6696.A-Z;By region or country, A-Z
NA;NA6700.A-Z;Other individual museums. By city, A-Z
NA;NA6751;Research buildings. Laboratories
NA;NA6753;General works
NA;NA6755.A-Z;Special by city (or by name if non-urban), A-Z
NA;NA6760;General works
NA;NA6761.A-Z;Special. By city and building (or by name if non-urban), A-Z
NA;NA6768;Day care centers
NA;NA6775;General works
NA;NA6776;General works
NA;NA6776.5.A-Z;Local, A-Z
NA;NA6777.A-Z;Other regions or countries, A-Z
NA;NA6800;General works
NA;NA6810;Casinos
NA;NA6811;General works
NA;NA6811.2;General works
NA;NA6811.3.A-Z;Local, A-Z
NA;NA6811.5.A-Z;Other regions or countries, A-Z
NA;NA6812;General works
NA;NA6813.A-Z;Special countries, A-Z
NA;NA6815;Auditoriums
NA;NA6820;Before 1800
NA;NA6821;1801-
NA;NA6826;Specifications
NA;NA6828;Catalogs of equipment, supplies, etc.
NA;NA6830;General works
NA;NA6835.A-Z;By city and building, A-Z
NA;NA6840.A-Z;Other countries, A-Z
NA;NA6845;General works
NA;NA6846.A-Z;By region or country, A-Z
NA;NA6850;Panoramas
NA;NA6860;General works
NA;NA6862.A-Z;By region or country, A-Z
NA;NA6870;Grandstands
NA;NA6880;General works
NA;NA6880.5.A-Z;By region or country, A-Z
NA;NA6885;Radio, television stations, etc.
NA;NA6890;Ice palaces
NA;NA6920;Boathouses
NA;NA6930;Park buildings
NA;NA7010;Baths and washhouses
NA;NA7020;Public toilets. Public comfort stations
NA;NA7100;Periodicals. Societies
NA;NA7102;Congresses
NA;NA7105;History (General)
NA;NA7109;Early works through 1800
NA;NA7110;1801-
NA;NA7115;General works
NA;NA7115.3;Architects and housing developers
NA;NA7116;General works
NA;NA7117.A-Z;Special topics, A-Z
NA;NA7117.3;Energy conservation and architecture
NA;NA7117.5;Environmental aspects of architecture
NA;NA7120;Popular works
NA;NA7123;Historic houses (General)
NA;NA7125;General special
NA;NA7126;International
NA;NA7140;Specifications (General)
NA;NA7145;Prefabricated houses
NA;NA7150;Brick
NA;NA7155;Hollow tile
NA;NA7160;Concrete. Stucco
NA;NA7163;Pisé. Rammed earth
NA;NA7165;Adobe
NA;NA7170;Stone
NA;NA7173;Wood
NA;NA7175;Half-timbered houses
NA;NA7180;Iron and steel
NA;NA7186;Glass
NA;NA7195.A-Z;Housing for special classes of persons, A-Z
NA;NA7201-7477;Special regions or countries (Table N3 modified)
NA;NA1;General works
NA;NA2.A-Z;Special divisions, regions, A-Z
NA;NA3.A-Z;Special cities, A-Z
NA;NA7331.A-Z;English counties, A-Z
NA;NA7332;London
NA;NA7333.A-Z;Other cities, A-Z
NA;NA7511;General works
NA;NA7511.3.A-Z;By region or state, A-Z
NA;NA7511.4.A-Z;By city, A-Z
NA;NA7512;General works
NA;NA7512.3.A-Z;By region, country, county, etc., A-Z
NA;NA7512.4.A-Z;By city, A-Z
NA;NA7513;General works
NA;NA7513.3.A-Z;By region or province, A-Z
NA;NA7513.4.A-Z;By city, A-Z
NA;NA7514;General works
NA;NA7514.3.A-Z;By region or state, A-Z
NA;NA7514.4.A-Z;By city, A-Z
NA;NA7514.6;General works
NA;NA7514.62.A-Z;By region or province, A-Z
NA;NA7514.623.A-Z;By city, A-Z
NA;NA7515.A-Z;Other countries, A-Z
NA;NA7520;Attached houses. Row houses
NA;NA7521;Terrace houses
NA;NA7523;Courtyard houses
NA;NA7524;Hillside houses
NA;NA7525;Double houses. Semi-detached houses
NA;NA7530;Detached houses
NA;NA7531;Earth sheltered houses
NA;NA7532;Geodesic dome houses
NA;NA7533;Small houses
NA;NA7540;Public works housing
NA;NA7550;General works
NA;NA7551;United States
NA;NA7552;Great Britain
NA;NA7553;France
NA;NA7554;Germany
NA;NA7555.A-Z;Other regions or countries, A-Z
NA;NA7557;General works
NA;NA7558.A-Z;Special, by name, A-Z
NA;NA7560;General works
NA;NA7561;United States
NA;NA7562;Great Britain (English cottages, etc.)
NA;NA7563;France
NA;NA7564;Germany
NA;NA7565;Italy
NA;NA7566.A-Z;Other countries, A-Z
NA;NA7570;General works
NA;NA7571;United States
NA;NA7572;Great Britain
NA;NA7572.5.A-Z;Other countries, A-Z
NA;NA7573;"Modern houses in ""Colonial"" style"
NA;NA7574;General works
NA;NA7575;United States
NA;NA7576;Great Britain
NA;NA7577;France
NA;NA7578;Germany
NA;NA7579.A-Z;Other countries, A-Z
NA;NA7579.5;Guesthouses
NA;NA7580;Villas. Chalets
NA;NA7586;General works
NA;NA7587.A-Z;Special villas. By city (or by name if non-urban), A-Z
NA;NA7588;General works
NA;NA7589.A-Z;Special villas. By city (or by name if non-urban), A-Z
NA;NA7590;General works
NA;NA7591.A-Z;Special villas. By city (or by name if non-urban), A-Z
NA;NA7592;General works
NA;NA7593.A-Z;Special villas. By city (or by name if non-urban), A-Z
NA;NA7594;General works
NA;NA7595.A-Z;Special villas. By city (or by name if non-urban), A-Z
NA;NA7596.A-Z;Other countries, A-Z
NA;NA7600;General works
NA;NA7610;General works
NA;NA7615.A-Z;Special houses, A-Z
NA;NA7620;General works
NA;NA7621.A-Z;By county, A-Z
NA;NA7625.A-Z;Special houses, A-Z
NA;NA7710;General works
NA;NA7720;General works
NA;NA7721.A-Z;Special. By city (or by name if non-urban), A-Z
NA;NA7725;General works
NA;NA7726.A-Z;Special. By city (or by name if non-urban), A-Z
NA;NA7730;General works
NA;NA7731.A-Z;Special. By city (or by name if non-urban), A-Z
NA;NA7735;General works
NA;NA7736.A-Z;Special. By city (or by name if non-urban), A-Z
NA;NA7740;General works
NA;NA7741.A-Z;Special. By city (or by name if non-urban), A-Z
NA;NA7745;General works
NA;NA7746.A-Z;Special. By city (or by name if non-urban), A-Z
NA;NA7750;General works
NA;NA7751.A-Z;Special. By city (or by name if non-urban), A-Z
NA;NA7755;General works
NA;NA7756.A-Z;Special. By city (or by name if non-urban), A-Z
NA;NA7757;General works
NA;NA7758.A-Z;Special. By city (or by name if non-urban), A-Z
NA;NA7760;General works
NA;NA7761.A-Z;Special. By city (or by name if non-urban), A-Z
NA;NA7763;General works
NA;NA7764.A-Z;Special. By city (or by name if non-urban), A-Z
NA;NA7765;General works
NA;NA7766.A-Z;Special. By city (or by name if non-urban), A-Z
NA;NA7770;General works
NA;NA7771.A-Z;Special. By city (or by name if non-urban), A-Z
NA;NA7775;General works
NA;NA7776.A-Z;Special. By city (or by name if non-urban), A-Z
NA;NA7780;General works
NA;NA7781.A-Z;Special. By city (or by name if non-urban), A-Z
NA;NA7785;General works
NA;NA7786.A-Z;Special. By city (or by name if non-urban), A-Z
NA;NA7800;General works
NA;NA7810;For cities
NA;NA7820;For resorts
NA;NA7830;For country places
NA;NA7840;General works
NA;NA7845.A-Z;By city (or by name if non-urban), A-Z
NA;NA7850.A-Z;Other regions or countries, A-Z
NA;NA7851;General works
NA;NA7852;General works
NA;NA7852.5.A-Z;By place, A-Z
NA;NA7853.A-Z;Other regions or countries, A-Z
NA;NA7855;General works
NA;NA7856;General works
NA;NA7857.A-Z;By place, A-Z
NA;NA7858.A-Z;Other regions or countries, A-Z
NA;NA7860;General works
NA;NA7861;General works
NA;NA7862.A-Z;By place, A-Z
NA;NA7863.A-Z;Other regions or countries, A-Z
NA;NA7875;Temporary housing
NA;NA7880;Tenement houses
NA;NA7882;Lofts
NA;NA7884;Penthouses
NA;NA7910;General works
NA;NA7911;United States
NA;NA7913.A-Z;Cities, A-Z
NA;NA7915.A-Z;Other countries, A-Z
NA;NA7916.A-Z;United States. By city, A-Z
NA;NA7917.A-Z;Other countries. By country and city, A-Z
NA;NA7920;General works
NA;NA7921;United States
NA;NA7923.A-Z;Cities, A-Z
NA;NA7925.A-Z;Other countries, A-Z
NA;NA7926.A-Z;United States. By city, A-Z
NA;NA7927.A-Z;Other countries. By country and city, A-Z
NA;NA7930;General
NA;NA7931;United States
NA;NA7933.A-Z;Cities, A-Z
NA;NA7935.A-Z;Other countries, A-Z
NA;NA7936.A-Z;United States. By city, A-Z
NA;NA7937.A-Z;Other countries. By country and city, A-Z
NA;NA7940;General
NA;NA7941;United States
NA;NA7943.A-Z;Cities, A-Z
NA;NA7945.A-Z;Other countries, A-Z
NA;NA7946.A-Z;United States. By city, A-Z
NA;NA7947.A-Z;Other countries. By country and city, A-Z
NA;NA7950;General
NA;NA7951;United States
NA;NA7953.A-Z;Cities, A-Z
NA;NA7955.A-Z;Other countries, A-Z
NA;NA7956.A-Z;United States. By city, A-Z
NA;NA7957.A-Z;Other countries. By country and city, A-Z
NA;NA7960;General works
NA;NA7961;United States
NA;NA7963.A-Z;Cities, A-Z
NA;NA7965.A-Z;Other countries, A-Z
NA;NA7966.A-Z;United States. By city, A-Z
NA;NA7967.A-Z;Other countries. By country and city, A-Z
NA;NA7970;General works
NA;NA7971;United States
NA;NA7973.A-Z;Cities, A-Z
NA;NA7975.A-Z;Other countries, A-Z
NA;NA7976.A-Z;United States. By city, A-Z
NA;NA7977.A-Z;Other countries. By country and city, A-Z
NA;NA8000;General works
NA;NA8001;United States
NA;NA8003.A-Z;Cities, A-Z
NA;NA8005.A-Z;Other countries, A-Z
NA;NA8010;General works
NA;NA8011;United States
NA;NA8013.A-Z;Cities, A-Z
NA;NA8015.A-Z;Other countries, A-Z
NA;NA8020;General works
NA;NA8021;United States
NA;NA8023.A-Z;Cities, A-Z
NA;NA8025.A-Z;Other countries, A-Z
NA;NA8050;General works
NA;NA8055;Austria
NA;NA8060;Belgium
NA;NA8065;Denmark
NA;NA8070;France
NA;NA8075;Germany
NA;NA8080;Great Britain
NA;NA8085;Holland
NA;NA8090;Italy
NA;NA8095;Norway
NA;NA8100;Portugal
NA;NA8105;Russia
NA;NA8110;Spain
NA;NA8115;Sweden
NA;NA8120;Switzerland
NA;NA8125.A-Z;Other countries, A-Z
NA;NA8200;General works
NA;NA8201;United States
NA;NA8201.5;Europe
NA;NA8202;Great Britain
NA;NA8203;France
NA;NA8204;Germany
NA;NA8205;Italy
NA;NA8206.A-Z;Other regions or countries, A-Z
NA;NA8208;General works
NA;NA8208.5;General works
NA;NA8208.52.A-Z;Local, A-Z
NA;NA8210.A-Z;Other regions or countries, A-Z
NA;NA8230;Barns
NA;NA8240;Granaries
NA;NA8250;Dairies
NA;NA8260.A-Z;Other, A-Z
NA;NA8300;General works
NA;NA8301;United States
NA;NA8302;Great Britain
NA;NA8303;France
NA;NA8304;Germany
NA;NA8305;Italy
NA;NA8306.A-Z;Other countries, A-Z
NA;NA8310;Lodges
NA;NA8320;Servants' quarters
NA;NA8330;Kitchens. Laundries
NA;NA8340;Stables. Carriage houses
NA;NA8348;Garages
NA;NA8350;Icehouses
NA;NA8360;Conservatories. Garden rooms. Orangeries
NA;NA8370;Dovecotes
NA;NA8373;Cabanas
NA;NA8375;Terraces, patios, etc.
NA;NA8380;Garden walls
NA;NA8385;Gateways and portes cochères
NA;NA8390;General works
NA;NA8390.5;Bamboo fences
NA;NA8392;Ironwork
NA;NA8450;Ornamental buildings for parks and gardens
NA;NA8452;Festival architecture
NA;NA8455;Cave architecture
NA;NA8460;Follies
NA;NA8465;Rustic work
NA;NA8470;Cabins, camps, etc.
NA;NA8480;Portable buildings. Prefabricated buildings
NA;NA8490;Rotating buildings
NA;NA9000;Periodicals. Societies. Collections
